,Base,Target,Look Back,%,Indicators >90%
20,Economia,Economia,3,0.392857142857,"                                        IndicatorName
0   Adjusted net national income per capita (annua...
1   Adjusted net savings, including particulate em...
2   Adjusted savings: consumption of fixed capital...
3   Adjusted savings: education expenditure (% of ...
4   Adjusted savings: natural resources depletion ...
5   Adjusted savings: net forest depletion (% of GNI)
6   Adjusted savings: particulate emission damage ...
7          Agriculture, value added (annual % growth)
8        Agriculture, value added (constant 2005 US$)
9              Agriculture, value added (current US$)
10                 Current account balance (% of GDP)
11  Discrepancy in expenditure estimate of GDP (cu...
12     Exports as a capacity to import (constant LCU)
13       Exports of goods and services (constant LCU)
14        Exports of goods and services (current LCU)
15        Exports of goods and services (current US$)
16  External balance on goods and services (consta...
17  External debt stocks (% of exports of goods, s...
18     External debt stocks, total (DOD, current US$)
19       Final consumption expenditure (constant LCU)
20        Final consumption expenditure (current LCU)
21     Final consumption expenditure, etc. (% of GDP)
22  Final consumption expenditure, etc. (annual % ...
23  Final consumption expenditure, etc. (constant ...
24  Final consumption expenditure, etc. (constant ...
25  Final consumption expenditure, etc. (current LCU)
26  Foreign direct investment, net inflows (BoP, c...
27         GDP deflator (base year varies by country)
28                              GDP growth (annual %)
29                       GDP per capita (current LCU)
..                                                ...
68  Household final consumption expenditure, etc. ...
69             ICT service exports (BoP, current US$)
70   Imports of goods and services (BoP, current US$)
71  Imports of goods and services (constant 2005 US$)
72  Insurance and financial services (% of service...
73  Interest payments on external debt (% of expor...
74  Machinery and transport equipment (% of value ...
75              Manufacturing, value added (% of GDP)
76       Manufacturing, value added (annual % growth)
77     Manufacturing, value added (constant 2005 US$)
78           Manufacturing, value added (current US$)
79                        Net ODA received (% of GNI)
80    Net current transfers from abroad (current LCU)
81           Net financial account (BoP, current US$)
82              Net income from abroad (constant LCU)
83               Net income from abroad (current LCU)
84  Net official development assistance received (...
85            Net secondary income (BoP, current US$)
86               Net taxes on products (constant LCU)
87                Net taxes on products (current LCU)
88                Net taxes on products (current US$)
89              Net trade in goods (BoP, current US$)
90  Other manufacturing (% of value added in manuf...
91          Personal remittances, received (% of GDP)
92  Present value of external debt (% of exports o...
93  Price level ratio of PPP conversion factor (GD...
94         Primary income payments (BoP, current US$)
95               Revenue, excluding grants (% of GDP)
96             Services, etc., value added (% of GDP)
97      Services, etc., value added (annual % growth)

[98 rows x 1 columns]"
21,Economia,Educacion,1,0.0862068965517,"                                       IndicatorName
0  Out-of-school children of primary school age, ...
1  Current education expenditure, primary (% of t...
2  Current education expenditure, secondary (% of...
3  Primary to secondary general education transit...
4  Emigration rate of tertiary educated (% of tot...
5  Gross enrolment ratio, pre-primary, both sexes...
6  Labor force with secondary education (% of total)
7  Labor force with tertiary education, female (%...
8  Percentage of students in secondary general ed...
9                 Population, ages 0-14 (% of total)"
22,Economia,Educacion,2,0.0344827586207,"                                       IndicatorName
0  All education staff compensation, tertiary (% ...
1  Primary to secondary general education transit...
2  Labor force with tertiary education, female (%...
3  Percentage of students in secondary general ed..."
23,Economia,Educacion,3,0.051724137931,"                                       IndicatorName
0  Current education expenditure, primary (% of t...
1  Primary to secondary general education transit...
2  Emigration rate of tertiary educated (% of tot...
3     Gross enrolment ratio, pre-primary, female (%)
4    Gross enrolment ratio, tertiary, both sexes (%)
5  Survival rate to Grade 5 of primary education,..."
24,Economia,Salud,1,0.259842519685,"                                        IndicatorName
0   Age dependency ratio (% of working-age populat...
1   Age dependency ratio, young (% of working-age ...
2   Cause of death, by non-communicable diseases (...
3   Diabetes prevalence (% of population ages 20 t...
4         Health expenditure per capita (current US$)
5              Health expenditure, private (% of GDP)
6               Health expenditure, public (% of GDP)
7   Health expenditure, public (% of government ex...
8   Health expenditure, public (% of total health ...
9                Health expenditure, total (% of GDP)
10                   Hospital beds (per 1,000 people)
11  Improved water source, rural (% of rural popul...
12     Incidence of tuberculosis (per 100,000 people)
13      International migrant stock (% of population)
14                 International migrant stock, total
15            Life expectancy at birth, total (years)
16  Mortality rate, adult, female (per 1,000 femal...
17  Mortality rate, adult, male (per 1,000 male ad...
18  Mortality rate, infant, female (per 1,000 live...
19  Mortality rate, under-5, female (per 1,000 liv...
20                            Number of infant deaths
21                          Number of neonatal deaths
22                        Number of under-five deaths
23                                  Population, total
24      Prevalence of anemia among pregnant women (%)
25  Prevalence of severe wasting, weight for heigh...
26  Refugee population by country or territory of ..."
25,Economia,Salud,2,0.173228346457,"                                        IndicatorName
0   Adolescent fertility rate (births per 1,000 wo...
1   Condom use, population ages 15-24, male (% of ...
2   Diarrhea treatment (% of children under 5 rece...
3   External resources for health (% of total expe...
4            Fertility rate, total (births per woman)
5         Health expenditure per capita (current US$)
6              Health expenditure, private (% of GDP)
7   Health expenditure, public (% of government ex...
8   Health expenditure, public (% of total health ...
9                Health expenditure, total (% of GDP)
10                   Hospital beds (per 1,000 people)
11            Life expectancy at birth, total (years)
12                Lifetime risk of maternal death (%)
13  Mortality rate, infant, female (per 1,000 live...
14  Mortality rate, under-5, female (per 1,000 liv...
15                                  Population, total
16      Prevalence of anemia among pregnant women (%)
17  Refugee population by country or territory of ..."
26,Economia,Salud,3,0.188976377953,"                                        IndicatorName
0   Adolescent fertility rate (births per 1,000 wo...
1   Births attended by skilled health staff (% of ...
2   Cause of death, by communicable diseases and m...
3   Cause of death, by non-communicable diseases (...
4   Condom use, population ages 15-24, male (% of ...
5            Fertility rate, total (births per woman)
6         Health expenditure per capita (current US$)
7              Health expenditure, private (% of GDP)
8               Health expenditure, public (% of GDP)
9   Health expenditure, public (% of government ex...
10               Health expenditure, total (% of GDP)
11  Improved sanitation facilities, urban (% of ur...
12     Incidence of tuberculosis (per 100,000 people)
13      International migrant stock (% of population)
14             Life expectancy at birth, male (years)
15            Life expectancy at birth, total (years)
16  Mortality rate, adult, male (per 1,000 male ad...
17  Mortality rate, infant, female (per 1,000 live...
18  Mortality rate, under-5, female (per 1,000 liv...
19                            Number of infant deaths
20                        Number of under-five deaths
21  Prevalence of overweight, weight for height, m..."
27,Economia,Deuda,1,0.227678571429,"                                        IndicatorName
0   Average grant element on new external debt com...
1   Average maturity on new external debt commitme...
2   Average maturity on new external debt commitme...
3        Concessional debt (% of total external debt)
4          Currency composition of PPG debt, Euro (%)
5   Currency composition of PPG debt, Pound sterli...
6           Currency composition of PPG debt, SDR (%)
7   Currency composition of PPG debt, U.S. dollars...
8          Current account balance (BoP, current US$)
9   Disbursements on external debt, private nongua...
10     EBRD, private nonguaranteed (NFL, current US$)
11  External debt stocks, long-term (DOD, current ...
12  External debt stocks, long-term private sector...
13  External debt stocks, private nonguaranteed (P...
14  External debt stocks, public and publicly guar...
15                 IMF repurchases (AMT, current US$)
16     IMF repurchases and charges (TDS, current US$)
17  Imports of goods, services and primary income ...
18              Interest arrears, long-term DOD (US$)
19  Interest arrears, private creditors (current US$)
20  Interest payments on external debt (% of expor...
21  Interest payments on external debt, long-term ...
22  Interest payments on external debt, private no...
23   Interest rescheduled (capitalized) (current US$)
24       Interest rescheduled, official (current US$)
25       Multilateral debt (% of total external debt)
26  Net flows on external debt, public and publicl...
27  Net transfers on external debt, public and pub...
28                  PPG, bilateral (NTR, current US$)
29                      PPG, bonds (AMT, current US$)
30                      PPG, bonds (DIS, current US$)
31                      PPG, bonds (NTR, current US$)
32           PPG, commercial banks (AMT, current US$)
33           PPG, commercial banks (NFL, current US$)
34               PPG, multilateral (AMT, current US$)
35               PPG, multilateral (DIS, current US$)
36  PPG, multilateral concessional (NTR, current US$)
37         PPG, official creditors (NFL, current US$)
38    PPG, other private creditors (AMT, current US$)
39    PPG, other private creditors (DIS, current US$)
40          PPG, private creditors (AMT, current US$)
41          PPG, private creditors (DIS, current US$)
42          PPG, private creditors (NFL, current US$)
43          PPG, private creditors (NTR, current US$)
44       Personal remittances, received (current US$)
45   Portfolio equity, net inflows (BoP, current US$)
46  Portfolio investment, bonds (PPG + PNG) (NFL, ...
47          Present value of external debt (% of GNI)
48  Principal repayments on external debt, long-te...
49  Principal repayments on external debt, long-te...
50  Total debt service (% of exports of goods, ser..."
28,Economia,Deuda,2,0.147321428571,"                                        IndicatorName
0                Commitments, IBRD (COM, current US$)
1        Concessional debt (% of total external debt)
2           Currency composition of PPG debt, SDR (%)
3          Current account balance (BoP, current US$)
4   Disbursements on external debt, long-term + IM...
5   Disbursements on external debt, private nongua...
6      EBRD, private nonguaranteed (NFL, current US$)
7   External debt stocks, long-term private sector...
8   Foreign direct investment, net inflows (BoP, c...
9   Imports of goods, services and primary income ...
10  Interest arrears, private creditors (current US$)
11  Interest payments on external debt (% of expor...
12  Interest payments on external debt, long-term ...
13   Interest rescheduled (capitalized) (current US$)
14        Interest rescheduled, private (current US$)
15                      PNG, bonds (DIS, current US$)
16                      PNG, bonds (NFL, current US$)
17  PNG, commercial banks and other creditors (AMT...
18  PNG, commercial banks and other creditors (NTR...
19                        PPG, IDA (DIS, current US$)
20     PPG, bilateral concessional (NTR, current US$)
21                      PPG, bonds (DIS, current US$)
22           PPG, commercial banks (DIS, current US$)
23         PPG, official creditors (TDS, current US$)
24    PPG, other private creditors (DOD, current US$)
25          PPG, private creditors (AMT, current US$)
26          PPG, private creditors (DIS, current US$)
27          PPG, private creditors (NTR, current US$)
28          Present value of external debt (% of GNI)
29  Present value of external debt (% of exports o...
30      Primary income on FDI, payments (current US$)
31  Principal arrears, private creditors (current ...
32  Principal repayments on external debt, long-te..."
29,Economia,Deuda,3,0.209821428571,"                                        IndicatorName
0   Average grant element on new external debt com...
1   Average maturity on new external debt commitme...
2   Average maturity on new external debt commitme...
3   Commitments, private creditors (COM, current US$)
4           Currency composition of PPG debt, SDR (%)
5          Current account balance (BoP, current US$)
6   Debt service on external debt, private nonguar...
7                  Debt stock reduction (current US$)
8   Disbursements on external debt, private nongua...
9   Disbursements on external debt, public and pub...
10     EBRD, private nonguaranteed (NFL, current US$)
11  External debt stocks, long-term (DOD, current ...
12  External debt stocks, private nonguaranteed (P...
13                 IMF repurchases (AMT, current US$)
14     IMF repurchases and charges (TDS, current US$)
15  Imports of goods, services and primary income ...
16  Interest payments on external debt (% of expor...
17  Interest payments on external debt, long-term ...
18   Interest rescheduled (capitalized) (current US$)
19  Net flows on external debt, public and publicl...
20  Net transfers on external debt, public and pub...
21  PNG, commercial banks and other creditors (AMT...
22  PNG, commercial banks and other creditors (DIS...
23  PNG, commercial banks and other creditors (NTR...
24                        PPG, IDA (DIS, current US$)
25     PPG, bilateral concessional (TDS, current US$)
26                      PPG, bonds (AMT, current US$)
27                      PPG, bonds (DIS, current US$)
28                      PPG, bonds (NTR, current US$)
29           PPG, commercial banks (AMT, current US$)
30           PPG, commercial banks (NFL, current US$)
31         PPG, official creditors (TDS, current US$)
32          PPG, private creditors (AMT, current US$)
33          PPG, private creditors (DIS, current US$)
34          PPG, private creditors (NFL, current US$)
35          PPG, private creditors (NTR, current US$)
36   Portfolio equity, net inflows (BoP, current US$)
37  Portfolio investment, bonds (PPG + PNG) (NFL, ...
38          Present value of external debt (% of GNI)
39  Present value of external debt (% of exports o...
40      Primary income on FDI, payments (current US$)
41             Principal arrears, long-term DOD (US$)
42  Principal repayments on external debt, long-te...
43  Public and publicly guaranteed debt service (%...
44    Technical cooperation grants (BoP, current US$)
45          Total reserves (% of total external debt)
46        Total reserves (includes gold, current US$)"
30,Educacion,Agricultura,1,0.204545454545,"                                       IndicatorName
0                         Agricultural land (sq. km)
1  Agriculture value added per worker (constant 2...
2                Agriculture, value added (% of GDP)
3                             Arable land (hectares)
4  Improved sanitation facilities, rural (% of ru...
5                                 Land area (sq. km)
6            Land under cereal production (hectares)
7       Livestock production index (2004-2006 = 100)"
31,Educacion,Agricultura,2,0.204545454545,"                                       IndicatorName
0                         Agricultural land (sq. km)
1  Agriculture value added per worker (constant 2...
2             Agriculture, value added (current US$)
3            Crop production index (2004-2006 = 100)
4            Food production index (2004-2006 = 100)
5                               Forest area (sq. km)
6                                 Land area (sq. km)
7       Livestock production index (2004-2006 = 100)"
32,Educacion,Agricultura,3,0.204545454545,"                                       IndicatorName
0                   Agricultural machinery, tractors
1  Agriculture value added per worker (constant 2...
2                             Arable land (hectares)
3                    Cereal production (metric tons)
4                               Forest area (sq. km)
5                                 Land area (sq. km)
6       Livestock production index (2004-2006 = 100)
7                 Rural population growth (annual %)"
33,Educacion,Economia,1,0.257936507937,"                                        IndicatorName
0   2005 PPP conversion factor, private consumptio...
1   Adjusted savings: carbon dioxide damage (curre...
2      Adjusted savings: mineral depletion (% of GNI)
3   Adjusted savings: natural resources depletion ...
4          Agriculture, value added (annual % growth)
5        Agriculture, value added (constant 2005 US$)
6             Agriculture, value added (constant LCU)
7                Changes in inventories (current US$)
8   Communications, computer, etc. (% of service i...
9                  Current account balance (% of GDP)
10  Discrepancy in expenditure estimate of GDP (co...
11   Exports of goods and services (BoP, current US$)
12    Exports of goods and services (annual % growth)
13       Exports of goods and services (constant LCU)
14  Exports of goods, services and primary income ...
15                    External debt stocks (% of GNI)
16  External debt stocks (% of exports of goods, s...
17     External debt stocks, total (DOD, current US$)
18  Final consumption expenditure (constant 2005 US$)
19        Final consumption expenditure (current LCU)
20     Final consumption expenditure, etc. (% of GDP)
21  Final consumption expenditure, etc. (annual % ...
22  Final consumption expenditure, etc. (constant ...
23           GDP at market prices (constant 2005 US$)
24                       GDP per capita (current US$)
25  GDP per capita, PPP (constant 2011 internation...
26                 GDP, PPP (current international $)
27                                  GNI (current LCU)
28         GNI per capita, Atlas method (current US$)
29  GNI per capita, PPP (constant 2011 internation...
..                                                ...
34  Grants, excluding technical cooperation (BoP, ...
35        Gross capital formation (constant 2005 US$)
36              Gross capital formation (current LCU)
37               Gross domestic savings (current US$)
38    Gross fixed capital formation (annual % growth)
39           Gross national expenditure (current US$)
40                           Gross savings (% of GNI)
41                        Gross savings (current LCU)
42                        Gross savings (current US$)
43    Gross value added at factor cost (constant LCU)
44     Gross value added at factor cost (current US$)
45  Household final consumption expenditure (annua...
46  Household final consumption expenditure (curre...
47  Household final consumption expenditure, PPP (...
48  Household final consumption expenditure, etc. ...
49  Household final consumption expenditure, etc. ...
50        Imports of goods and services (current US$)
51  Imports of goods, services and primary income ...
52  Insurance and financial services (% of service...
53  Interest payments on external debt (% of expor...
54  Machinery and transport equipment (% of value ...
55           Manufacturing, value added (current US$)
56           Net financial account (BoP, current US$)
57  Net official development assistance received (...
58  Other manufacturing (% of value added in manuf...
59  PPP conversion factor, GDP (LCU per internatio...
60       Personal remittances, received (current US$)
61               Revenue, excluding grants (% of GDP)
62       Secondary income receipts (BoP, current US$)
63  Short-term debt (% of exports of goods, servic...

[64 rows x 1 columns]"
34,Educacion,Economia,2,0.230158730159,"                                        IndicatorName
0          Adjusted net national income (current US$)
1   Adjusted net savings, including particulate em...
2   Adjusted savings: carbon dioxide damage (curre...
3   Adjusted savings: natural resources depletion ...
4                 Agriculture, value added (% of GDP)
5        Agriculture, value added (constant 2005 US$)
6             Agriculture, value added (constant LCU)
7    Exports of goods and services (BoP, current US$)
8   Exports of goods and services (constant 2005 US$)
9        Exports of goods and services (constant LCU)
10                    External debt stocks (% of GNI)
11  External debt stocks (% of exports of goods, s...
12     External debt stocks, total (DOD, current US$)
13     Final consumption expenditure, etc. (% of GDP)
14  Final consumption expenditure, etc. (current LCU)
15                   GDP per capita growth (annual %)
16  GDP per capita, PPP (constant 2011 internation...
17      GDP per capita, PPP (current international $)
18                                 GNI (constant LCU)
19                                  GNI (current LCU)
20                   GNI per capita growth (annual %)
21         GNI per capita, Atlas method (current US$)
22  GNI per capita, PPP (constant 2011 internation...
23           GNI, PPP (constant 2011 international $)
24                 GNI, PPP (current international $)
25  General government final consumption expenditu...
26  General government final consumption expenditu...
27              Gross capital formation (current US$)
28               Gross domestic savings (current LCU)
29               Gross domestic savings (current US$)
30           Gross fixed capital formation (% of GDP)
31              Gross national expenditure (% of GDP)
32     Gross national expenditure (constant 2005 US$)
33  Gross national expenditure deflator (base year...
34                           Gross savings (% of GDP)
35                        Gross savings (current US$)
36     Gross value added at factor cost (current LCU)
37     Gross value added at factor cost (current US$)
38  Household final consumption expenditure (annua...
39  Household final consumption expenditure (curre...
40  Household final consumption expenditure (curre...
41  Household final consumption expenditure, PPP (...
42  Household final consumption expenditure, PPP (...
43  Household final consumption expenditure, etc. ...
44             ICT service exports (BoP, current US$)
45   Imports of goods and services (BoP, current US$)
46        Imports of goods and services (current US$)
47  Imports of goods, services and primary income ...
48                   Industry, value added (% of GDP)
49  Machinery and transport equipment (% of value ...
50          Net ODA received per capita (current US$)
51    Net current transfers from abroad (current US$)
52  Net official development assistance received (...
53  PPP conversion factor, GDP (LCU per internatio...
54      Reserves and related items (BoP, current US$)
55  Secondary income, other sectors, payments (BoP...
56  Short-term debt (% of exports of goods, servic..."
35,Educacion,Economia,3,0.293650793651,"                                        IndicatorName
0      Adjusted net national income (annual % growth)
1   Adjusted net national income per capita (annua...
2   Adjusted net savings, including particulate em...
3   Adjusted savings: carbon dioxide damage (curre...
4   Adjusted savings: natural resources depletion ...
5                 Agriculture, value added (% of GDP)
6          Agriculture, value added (annual % growth)
7                  Current account balance (% of GDP)
8   Discrepancy in expenditure estimate of GDP (cu...
9      Exports as a capacity to import (constant LCU)
10   Exports of goods and services (BoP, current US$)
11                    External debt stocks (% of GNI)
12  Final consumption expenditure (constant 2005 US$)
13       Final consumption expenditure (constant LCU)
14     Final consumption expenditure, etc. (% of GDP)
15  Final consumption expenditure, etc. (annual % ...
16  Final consumption expenditure, etc. (constant ...
17  Foreign direct investment, net inflows (BoP, c...
18                   GDP per capita growth (annual %)
19           GDP, PPP (constant 2011 international $)
20                                 GNI (constant LCU)
21                   GNI per capita growth (annual %)
22  GNI per capita, PPP (constant 2011 internation...
23           GNI, PPP (constant 2011 international $)
24  General government final consumption expenditu...
25  General government final consumption expenditu...
26  General government final consumption expenditu...
27                   Goods imports (BoP, current US$)
28                 Gross capital formation (% of GDP)
29          Gross capital formation (annual % growth)
..                                                ...
43  Household final consumption expenditure (const...
44  Household final consumption expenditure (curre...
45  Household final consumption expenditure, PPP (...
46  Household final consumption expenditure, PPP (...
47  Household final consumption expenditure, etc. ...
48  Household final consumption expenditure, etc. ...
49             ICT service exports (BoP, current US$)
50  Imports of goods and services (constant 2005 US$)
51        Imports of goods and services (current US$)
52  Imports of goods, services and primary income ...
53                   Industry, value added (% of GDP)
54  Interest payments on external debt (% of expor...
55  Machinery and transport equipment (% of value ...
56              Manufacturing, value added (% of GDP)
57       Manufacturing, value added (annual % growth)
58           Manufacturing, value added (current US$)
59              Net income from abroad (constant LCU)
60               Net income from abroad (current LCU)
61               Net income from abroad (current US$)
62  Net official development assistance received (...
63                Net taxes on products (current LCU)
64              Net trade in goods (BoP, current US$)
65  Net trade in goods and services (BoP, current ...
66  PPP conversion factor, GDP (LCU per internatio...
67           Personal remittances, paid (current US$)
68  Present value of external debt (% of exports o...
69      Primary income on FDI, payments (current US$)
70      Reserves and related items (BoP, current US$)
71  Secondary income, other sectors, payments (BoP...
72          Services, etc., value added (current US$)

[73 rows x 1 columns]"
36,Educacion,Educacion,1,0.26724137931,"                                        IndicatorName
0    Adjusted net enrolment rate, primary, female (%)
1      Adjusted net enrolment rate, primary, male (%)
2   Adjusted net enrolment rate, primary, both sex...
3   All education staff compensation, tertiary (% ...
4   Out-of-school children of primary school age, ...
5   Current education expenditure, primary (% of t...
6   Current education expenditure, secondary (% of...
7   Primary to secondary general education transit...
8   Emigration rate of tertiary educated (% of tot...
9   Government expenditure on education as % of GD...
10  Gross enrolment ratio, pre-primary, both sexes...
11     Gross enrolment ratio, pre-primary, female (%)
12  Labor force with primary education, male (% of...
13  Labor force with secondary education (% of total)
14       Labor force, female (% of total labor force)
15  Adult literacy rate, population 15+ years, mal...
16        Lower secondary completion rate, female (%)
17          Lower secondary completion rate, male (%)
18  Net intake rate to Grade 1 of primary educatio...
19  Official entrance age to lower secondary educa...
20  Official entrance age to primary education (ye...
21  Percentage of female teachers in primary educa...
22  Percentage of students in secondary general ed...
23  Percentage of students in secondary vocational...
24  Survival rate to Grade 5 of primary education,...
25                 Population, ages 0-14 (% of total)
26                Population, ages 15-64 (% of total)"
37,Educacion,Educacion,2,0.258620689655,"                                        IndicatorName
0    Adjusted net enrolment rate, primary, female (%)
1      Adjusted net enrolment rate, primary, male (%)
2   Adjusted net enrolment rate, primary, both sex...
3   All education staff compensation, tertiary (% ...
4   Out-of-school children of primary school age, ...
5   Current education expenditure, primary (% of t...
6   Current education expenditure, secondary (% of...
7   Current education expenditure, total (% of tot...
8   Primary to secondary general education transit...
9   Emigration rate of tertiary educated (% of tot...
10  Government expenditure on education as % of GD...
11  Gross enrolment ratio, pre-primary, both sexes...
12     Gross enrolment ratio, pre-primary, female (%)
13  Labor force with primary education, male (% of...
14  Labor force with secondary education (% of total)
15  Labor force with tertiary education, male (% o...
16  Adult literacy rate, population 15+ years, mal...
17        Lower secondary completion rate, female (%)
18          Lower secondary completion rate, male (%)
19  Net intake rate to Grade 1 of primary educatio...
20  Net intake rate to Grade 1 of primary educatio...
21  Official entrance age to lower secondary educa...
22  Percentage of female teachers in primary educa...
23  Percentage of repeaters in primary education, ...
24  Percentage of students in secondary general ed...
25  Percentage of students in secondary vocational..."
38,Educacion,Educacion,3,0.258620689655,"                                        IndicatorName
0    Adjusted net enrolment rate, primary, female (%)
1      Adjusted net enrolment rate, primary, male (%)
2   Adjusted net enrolment rate, primary, both sex...
3   All education staff compensation, tertiary (% ...
4   Current education expenditure, primary (% of t...
5   Current education expenditure, secondary (% of...
6   Primary to secondary general education transit...
7   Government expenditure on education as % of GD...
8   Gross enrolment ratio, pre-primary, both sexes...
9      Gross enrolment ratio, pre-primary, female (%)
10  Labor force with primary education, male (% of...
11       Labor force, female (% of total labor force)
12  Adult literacy rate, population 15+ years, mal...
13  Youth literacy rate, population 15-24 years, g...
14        Lower secondary completion rate, female (%)
15    Lower secondary completion rate, both sexes (%)
16  Net intake rate to Grade 1 of primary educatio...
17  Net intake rate to Grade 1 of primary educatio...
18  Official entrance age to primary education (ye...
19  Percentage of female teachers in primary educa...
20  Percentage of students in secondary general ed...
21  Percentage of students in secondary vocational...
22  Survival rate to Grade 5 of primary education,..."
39,Educacion,Salud,1,0.196850393701,"                                        IndicatorName
0   Age dependency ratio, young (% of working-age ...
1   Completeness of death registration with cause-...
2   Condom use, population ages 15-24, male (% of ...
3         Health expenditure per capita (current US$)
4              Health expenditure, private (% of GDP)
5               Health expenditure, public (% of GDP)
6   Health expenditure, public (% of government ex...
7   Health expenditure, public (% of total health ...
8                Health expenditure, total (% of GDP)
9                    Hospital beds (per 1,000 people)
10  Improved sanitation facilities (% of populatio...
11  Improved sanitation facilities, rural (% of ru...
12  Improved sanitation facilities, urban (% of ur...
13  Improved water source (% of population with ac...
14     Incidence of tuberculosis (per 100,000 people)
15  Maternal mortality ratio (national estimate, p...
16  Mortality rate, adult, female (per 1,000 femal...
17                Mortality rate, under-5 (per 1,000)
18  Mortality rate, under-5, male (per 1,000 live ...
19             Newborns protected against tetanus (%)
20                            Number of infant deaths
21  Prevalence of overweight, weight for height, m...
22  Prevalence of severe wasting, weight for heigh..."
40,Educacion,Salud,2,0.110236220472,"                                        IndicatorName
0   Cause of death, by communicable diseases and m...
1            Fertility rate, total (births per woman)
2         Health expenditure per capita (current US$)
3              Health expenditure, private (% of GDP)
4   Health expenditure, public (% of government ex...
5                    Hospital beds (per 1,000 people)
6   Maternal mortality ratio (national estimate, p...
7   Mortality rate, under-5, male (per 1,000 live ...
8              Newborns protected against tetanus (%)
9                             Number of infant deaths
10      Prevalence of anemia among pregnant women (%)"
41,Educacion,Salud,3,0.102362204724,"                                       IndicatorName
0  Cause of death, by non-communicable diseases (...
1  Improved sanitation facilities (% of populatio...
2  Improved sanitation facilities, rural (% of ru...
3  Improved water source (% of population with ac...
4  Mortality rate, adult, male (per 1,000 male ad...
5  Mortality rate, under-5, female (per 1,000 liv...
6  Mortality rate, under-5, male (per 1,000 live ...
7  Prevalence of overweight, weight for height, m...
8  Prevalence of severe wasting, weight for heigh...
9  Prevalence of stunting, height for age, male (..."
42,Educacion,Deuda,1,0.138392857143,"                                        IndicatorName
0          Current account balance (BoP, current US$)
1         Debt forgiveness or reduction (current US$)
2   Debt service (PPG and IMF only, % of exports o...
3   Debt service on external debt, long-term (TDS,...
4   Disbursements on external debt, private nongua...
5   External debt stocks (% of exports of goods, s...
6   External debt stocks, concessional (DOD, curre...
7   External debt stocks, long-term private sector...
8   External debt stocks, long-term public sector ...
9   External debt stocks, variable rate (DOD, curr...
10                                  GNI (current US$)
11                 IMF repurchases (AMT, current US$)
12      Interest payments on external debt (% of GNI)
13  Interest payments on external debt (% of expor...
14   Interest rescheduled (capitalized) (current US$)
15                      PNG, bonds (NFL, current US$)
16  PNG, commercial banks and other creditors (DIS...
17  PNG, commercial banks and other creditors (NFL...
18     PPG, bilateral concessional (TDS, current US$)
19                      PPG, bonds (NTR, current US$)
20           PPG, commercial banks (AMT, current US$)
21         PPG, official creditors (AMT, current US$)
22         PPG, official creditors (DIS, current US$)
23    PPG, other private creditors (DIS, current US$)
24    PPG, other private creditors (NFL, current US$)
25          PPG, private creditors (AMT, current US$)
26          PPG, private creditors (NTR, current US$)
27   Portfolio equity, net inflows (BoP, current US$)
28      Primary income on FDI, payments (current US$)
29                Principal rescheduled (current US$)
30  Total debt service (% of exports of goods, ser..."
43,Educacion,Deuda,2,0.165178571429,"                                        IndicatorName
0   Currency composition of PPG debt, Swiss franc (%)
1          Current account balance (BoP, current US$)
2   Debt service (PPG and IMF only, % of exports o...
3   Debt service on external debt, long-term (TDS,...
4   Debt service on external debt, private nonguar...
5                  Debt stock reduction (current US$)
6                Debt stock rescheduled (current US$)
7   Disbursements on external debt, private nongua...
8                     External debt stocks (% of GNI)
9   External debt stocks (% of exports of goods, s...
10  External debt stocks, concessional (DOD, curre...
11  External debt stocks, long-term (DOD, current ...
12  External debt stocks, long-term public sector ...
13     External debt stocks, total (DOD, current US$)
14  Interest payments on external debt (% of expor...
15  Interest payments on external debt, private no...
16  Interest payments on external debt, public and...
17   Interest rescheduled (capitalized) (current US$)
18  Net transfers on external debt, public and pub...
19                      PNG, bonds (NFL, current US$)
20  PNG, commercial banks and other creditors (DIS...
21                  PPG, bilateral (DIS, current US$)
22     PPG, bilateral concessional (DIS, current US$)
23                      PPG, bonds (AMT, current US$)
24                      PPG, bonds (DIS, current US$)
25                      PPG, bonds (NTR, current US$)
26                      PPG, bonds (TDS, current US$)
27           PPG, commercial banks (NFL, current US$)
28         PPG, official creditors (NFL, current US$)
29    PPG, other private creditors (DIS, current US$)
30    PPG, other private creditors (TDS, current US$)
31       Personal remittances, received (current US$)
32   Portfolio equity, net inflows (BoP, current US$)
33  Principal arrears, private creditors (current ...
34  Principal repayments on external debt, long-te...
35  Public and publicly guaranteed debt service (%...
36        Total reserves (includes gold, current US$)"
